OBJECTID,CODI_AJB,CODI_INE,GRUP_TVIA,T_Via,Desc_Via,N_Carrer,N_CarrerC,N_CarrerC2,NOM_indexOnomastic,DATA_APROV,NOTES_DATA,ParaulaClau_1,ParaulaClau_2,ParaulaClau_3,PAGINA_WIKIPEDIA,BIOGRAFIA_CAT,PAGINA_WIKIPEDIA2
127,013104,00141,CARRERS,C,Carrer,Amadeu Vives,C d'Amadeu Vives,Carrer Amadeu Vives,"Vives i Roig, Amadeu",09/04/1940,,Ésser viu,Home,Música,https://ca.wikipedia.org/wiki/Amadeu_Vives_i_Roig,"Amadeu Vives i Roig (Collbató, 1871 - Madrid, 1932). Compositor. Autor de L'emigrant (1890). Cofundador de l'Orfeó Català.",https://ca.wikipedia.org/wiki/Amadeu_Vives_i_Roig
129,013400,00143,CARRERS,C,Carrer,Amargós,C de n'Amargós,Carrer Amargós,Amargós (llinatge),,Abans de 1865,Ésser viu,Home,Propietat,,"Per una família resident o propietària dels terrenys on s'obrí el carrer, que se cita amb aquest nom en documents de 1424. També està documentat (1435) un mercader anomenat Amargós.",
133,013807,00147,PLACES,Pl,Plaça,Amich,Pl d'Amich,Plaça Amich,"Amich, Miquel",,,Ésser viu,Home,Propietat,,"Per un antiga família sarrianenca: Miquel Amich urbanitzà aquests terrenys (1857 - 1861); Vicenç Amich edificà una casa al carrer de Sant Salvador, Avió Plus Ultra (1850), i Jaume Amich edificà cases al carrer Serrano, Major de Sarrià (1886, 1888 i 1890).",
134,013909,00148,CARRERS,C,Carrer,Amigó,C d'Amigó,Carrer Amigó,"Amigó de Lara, Eduard",05/09/1907,,Ésser viu,Home,Música,https://ca.wikipedia.org/wiki/Eduard_Amigó_de_Lara,"Eduard Amigó de Lara (Barcelona, 1833 - Buenos Aires, 1902). Pianista i compositor. Cèlebre concertista d'harmònium, premiat al Conservatori de París l'any 1865.",https://ca.wikipedia.org/wiki/Eduard_Amigó_de_Lara
136,014107,00150,CARRERS,C,Carrer,Amílcar,C d'Amílcar,Carrer Amílcar,"Barca, Amílcar",05/09/1907,,Ésser viu,Home,Militar,https://ca.wikipedia.org/wiki/Amílcar_Barca,"Amílcar Barca (Cartago, ? - Elx, 228 aC). General cartaginès. Era el pare d'Anníbal. Es creia que fou el fundador de Barcelona, la qual cosa és improbable. A partir del seu nom de família o lloc d'origen s'ha volgut treure el de Bàrcino, ja que l'ètim d'ambdós noms sembla que té un origen comú.",https://ca.wikipedia.org/wiki/Amílcar_Barca
139,014402,00154,CARRERS,C,Carrer,Joan Obiols,C de Joan Obiols,Carrer Joan Obiols,"Obiols i Vié, Joan",26/03/1982,,Ésser viu,Home,Medicina,https://ca.wikipedia.org/wiki/Joan_Obiols_i_Vié,"Joan Obiols i Vié (Granollers, 1919 - Barcelona, 1980). Metge psiquiatre.",https://ca.wikipedia.org/wiki/Joan_Obiols_i_Vié
143,014800,00158,CARRERS,C,Carrer,Anna Piferrer,C d'Anna Piferrer,Carrer Anna Piferrer,"Piferrer i Gualba, Anna Maria",,Abans de 1940,Ésser viu,Dona,Propietat,,"Anna Maria Piferrer i Gualba. Propietària dels terrenys de l'indret, procedents de l'heretat Manso Besora, per herència de la seva mare, Rosa Gualba i Spigol, muller de Joan Piferrer i Soler, la qual heretà els terrenys del seu pare, Josep Gualba i Modollel. Cedí gratuïtament terrenys per a l'eixamplament de l'antiga carretera d'Horta, entre l'inici de la carretera de la Rabassada fins passat l'Orfenat Ribes.",
144,014821,00160,GRANS VIES,Pg,Passeig,Anna Rúbies,Pg d'Anna Rúbies,Passeig Anna Rúbies,"Rúbies i Monjonell, Anna",20/12/1979,,Ésser viu,Dona,Educació,https://ca.wikipedia.org/wiki/Anna_Rúbies_i_Monjonell,"Anna Rúbies i Monjonell (el Port de la Selva, 1881 - Barcelona, 1963). Pedagoga. Fou directora del Grup Ramon Llull i del Patronat Escolar de l'Ajuntament de Barcelona. Introduí el mètode Decroly a Catalunya. Fou membre del Consell de Cultura de la Generalitat, col·laborà en les escoles d'estiu i en tota manifestació que representés una renovació en la pedagogia.",https://ca.wikipedia.org/wiki/Anna_Rúbies_i_Monjonell
149,015201,00166,CARRERS,C,Carrer,Andrade,C d'Andrade,Carrer Andrade,"Gil de Andrade, Juan",19/11/1929,,Ésser viu,Home,Militar,,"Juan Gil de Andrade. Comandant de divisió naval. Prengué part en la batalla de Lepant i Joan d'Àustria el nomenà governador de la Galera Reial, la galera capitana. En el nomenclàtor de 1980 es va canviar la dedicació a favor de Domingo Antonio de Andrade (Cée, 1639 - Santiago de Compostel·la, 1712). Arquitecte i entallador.",
151,015405,00168,CARRERS,C,Carrer,Andrea Doria,C d'Andrea Doria,Carrer Andrea Doria,"Andrea Doria, Giovanni",19/11/1929,,Ésser viu,Home,Monarquia,,"Giovanni Andrea Doria (Gènova, 1539 - 1606). Segon príncep de Melfi i almirall al servei dels virreis de Nàpols i Sicília. Prengué part en la batalla de Lepant (1571) com a comandant de divisió naval sota les ordres de Joan d'Àustria.",
152,015507,00169,CARRERS,C,Carrer,Andreu Febrer,C d'Andreu Febrer,Carrer Andreu Febrer,"Febrer, Andreu",27/07/1960,,Ésser viu,Home,Poesia,https://ca.wikipedia.org/wiki/Andreu_Febrer,"Andreu Febrer (Vic, 1389 - 1440). Poeta de la cort d'Alfons V el Magnànim. El 1398 prengué part en la croada contra Barbaria. El 1418 Alfons el Magnàmin el nomenà senyor del castell d'Ursino de Catània (Sicília). Entre els anys 1429 i 1437 fou atestat a Barcelona.",https://ca.wikipedia.org/wiki/Andreu_Febrer
153,015700,00170,CARRERS,Ptge,Passatge,Andreví,Ptge d'Andreví,Passatge Andreví,"Andreví, Francesc",29/03/1922,,Ésser viu,Home,Música,https://ca.wikipedia.org/wiki/Francesc_Andreví,"Francesc Andreví (Sanaüja, 1786 - Barcelona, 1853). Compositor. Mestre de capella de Santa Maria del Mar entre el 1814 i el 1819; de les catedrals de Sogorb, València i Sevilla; de la capella reial de Madrid; de la catedral de Bordeus (1836), i de la de París (1845). En tornar a Barcelona, fou mestre de capella de la Mercè. El nom anterior del passatge corresponia a Andreu Martí i Milà, propietari dels terrenys.",https://ca.wikipedia.org/wiki/Francesc_Andreví
159,016102,00176,CARRERS,C,Carrer,Àngel J. Baixeras,C d'Àngel J. Baixeras,Carrer Àngel J. Baixeras,"Baixeras, Àngel Josep",07/03/1919,,Ésser viu,Home,Política,,"Àngel Josep Baixeras (Barcelona, 1834 - 1892). L'any 1878 presentà al Senat un projecte de llei per a la reforma interior de les grans ciutats. El 1879, col·laborà en la redacció de la Llei d'expropiació forçosa. Presentà un pla de reforma interior que afectava bona part del nucli antic de Barcelona i que fou aprovat el 1881.",
160,016204,00177,CARRERS,C,Carrer,Àngel Guimerà,C d'Àngel Guimerà,Carrer Àngel Guimerà,"Guimerà i Jorge, Àngel",,Abans de 1920,Ésser viu,Home,Llengua i Literatura,https://ca.wikipedia.org/wiki/Àngel_Guimerà_i_Jorge,"Àngel Guimerà i Jorge (Santa Cruz de Tenerife, 1845 - Barcelona, 1924). Dramaturg i poeta. L'Ajuntament el nomenà fill adoptiu de la ciutat al març de 1909.",https://ca.wikipedia.org/wiki/Àngel_Guimerà_i_Jorge
161,016306,00178,CARRERS,C,Carrer,Àngel Marquès,C d'Àngel Marquès,Carrer Àngel Marquès,"Marquès i Batllevell, Àngel",29/04/1959,,Ésser viu,Home,Llengua i Literatura,https://ca.wikipedia.org/wiki/Àngel_Marquès_i_Batllevell,"Àngel Marquès i Batllevell (Falset, 1887 - Barcelona, 1958). Escriptor proselitista catòlic.",https://ca.wikipedia.org/wiki/Àngel_Marquès_i_Batllevell
162,016350,00179,PLACES,Pl,Plaça,Àngel Pestaña,Pl d'Àngel Pestaña,Plaça Àngel Pestaña,"Pestaña i Núñez, Àngel",09/05/1980,,Ésser viu,Home,Política,,"Àngel Pestaña i Núñez (Santo Tomás de las Ollas, 1886 - Barcelona, 1937). Dirigent anarcosindicalista. Dirigí Solidaritat Obrera (1918 - 1919); constituí la Federació Sindicalista Llibertària (1933), i dirigí el diari Mañana, òrgan de la Federació del Partit Sindicalista a Catalunya.",
167,016907,00186,CARRERS,C,Carrer,Anglí,C d'Anglí,Carrer Anglí,Anglí (llinatge),25/09/1931,,Ésser viu,Home,Propietat,,"Carrer projectat en part als terrenys de l'heretat Mas Anglí, prop del lloc conegut com la Font de n'Anglí. Al segle XVIII fou de Francesc Anglí Brichfeus, casat amb Maria Monnar. El seu fill i hereu Francesc Anglí i Monnar fou un dels darrers propietaris de l'heretat, abans que passés a ser propietat de Joan Margenat i Salvany al segle XIX.",
168,017105,00188,CARRERS,C,Carrer,Anníbal,C d'Anníbal,Carrer Anníbal,Anníbal,,Abans de 1870,Ésser viu,Home,Militar,https://ca.wikipedia.org/wiki/Anníbal,"Anníbal (?, 247 aC - Bitínia, 183 aC). Militar, general i estadista. Juntament amb persones del territori català ajuntades a les seves hosts cartagineses, vencé els romans en la batalla de Trasimè (217 aC) i de Cannes (216 aC). Va arribar a Roma però no la conquerí; fou derrotat a Zama (202 aC).
.",https://ca.wikipedia.org/wiki/Anníbal
170,017320,00191,CARRERS,C,Carrer,Anselm Turmeda,C d'Anselm Turmeda,Carrer Anselm Turmeda,"Turmeda, Anselm",27/01/1984,,Ésser viu,Home,Llengua i Literatura,https://ca.wikipedia.org/wiki/Anselm_Turmeda,"Anselm Turmeda (Palma de Mallorca, 1352/55 - Tunis, 1423). Escriptor franciscà que abjurà el catolicisme i es convertí a l'islam. Escriví el Llibre de bons amonestaments sota el nom de Fra Anselm. Els seus llibres tingueren una gran difusió en els països de parla catalana.",https://ca.wikipedia.org/wiki/Anselm_Turmeda
172,017433,00193,CARRERS,C,Carrer,Antic de Bofarull,C Antic de Bofarull,Carrer Antic de Bofarull,"Bofarull i de Brocà, Antoni de",14/02/1968,,Ésser viu,Home,Llengua i Literatura,https://ca.wikipedia.org/wiki/Antoni_de_Bofarull_i_de_Brocà,"Antoni de Bofarull i de Brocà (Reus, 1821 - Barcelona, 1892). Historiador, poeta, novel·lista i dramaturg.",https://ca.wikipedia.org/wiki/Antoni_de_Bofarull_i_de_Brocà
179,017706,00202,CARRERS,C,Carrer,Antoni de Capmany,C d'Antoni de Capmany,Carrer Antoni de Capmany,"Capmany de Montpalau i de Surís, Antoni de",20/07/1943,,Ésser viu,Home,Història,https://ca.wikipedia.org/wiki/Antoni_de_Capmany_de_Montpalau_i_de_Surís,"Antoni de Capmany de Montpalau i de Surís (Barcelona, 1742 - Cadis, 1813). Historiador, filòleg i polític. Autor de les Memòries de la indústria i comerç de Barcelona al segle XVIII. Diputat a les Corts de Cadis.",https://ca.wikipedia.org/wiki/Antoni_de_Capmany_de_Montpalau_i_de_Surís
180,017808,00203,CARRERS,C,Carrer,Antoni Costa,C d'Antoni Costa,Carrer Antoni Costa,"Costa, Antoni",19/11/1929,,Ésser viu,Home,Militar,https://ca.wikipedia.org/wiki/Antoni_Costa,"Antoni Costa (Sant Llorenç de Cerdans, 1767 - Fredericia, 1808). Militar. En esclatar la Revolució Francesa, 1789, es traslladà a Barcelona, on organitzà un batalló de voluntaris. El 1794 es naturalitzà espanyol i fou nomenat capità de la legió de la reina Maria Lluïsa. Més tard, lluità a Amèrica del Sud contra els anglesos. Tornà a Europa i anà a Pomerània amb les tropes espanyoles del marquès de la Romana. Vençut a Fredericia, se suïcidà.",https://ca.wikipedia.org/wiki/Antoni_Costa
181,017900,00205,CARRERS,Ptge,Passatge,Antoni Gassol,Ptge d'Antoni Gassol,Passatge Antoni Gassol,"Gassol i Civit, Antoni",,,Ésser viu,Home,Propietat,,"Per un dels propietaris. El terreny on es troba el passatge està situat en l'heretat anomenada Manso Serra i fou comprat per Antoni Gassol i Civit, i Vicenç Montal i Comellas, el 1918.",
182,018006,00206,PLACES,Pl,Plaça,Antonio López,Pl d'Antonio López,Plaça Antonio López,"López y López de Lamadrid, Antonio",22/05/1883,,Ésser viu,Home,Economia,,"Antonio López y López de Lamadrid (Comillas, 1817 - Barcelona, 1883). Comerciant, navilier i banquer.  Posseïa el títol de marquès de Comillas.",
183,018200,00207,PLACES,Pl,Plaça,Antoni Maura,Pl d'Antoni Maura,Plaça Antoni Maura,"Maura i Montaner, Antoni",25/01/1927,,Ésser viu,Home,Política,https://ca.wikipedia.org/wiki/Antoni_Maura_i_Montaner,"Antoni Maura i Montaner (Palma de Mallorca, 1853 - Torrelodones, 1925). Polític. Llicenciat en dret a Madrid (1881). Diputat liberal per Mallorca, president del Congrés dels Diputats (1886), president de la comissió de jurat (1887) i ministre d'Ultramar de desembre de 1892 a març de 1894. Organitzà la visita del rei Alfons XIII a Barcelona i a Mallorca. El 1923 condemnà la dictadura de Primo de Rivera i es pronuncià a favor d'una reforma constitucional.",https://ca.wikipedia.org/wiki/Antoni_Maura_i_Montaner
184,018254,00208,CARRERS,C,Carrer,Antonio Machado,C d'Antonio Machado,Carrer Antonio Machado,"Machado Ruiz, Antonio",30/01/1978,,Ésser viu,Home,Poesia,https://ca.wikipedia.org/wiki/Antonio_Machado_Ruiz,"Antonio Machado Ruiz (Sevilla, 1875 - Cotlliure, 1939). Poeta. Durant la Guerra Civil es refugià a València i a Barcelona. El gener de 1939 s'exilià a França. S'adscriví a la línia que ell anomenava poesia eterna i defensà una concepció de la poesia més intuïtiva que no pas intel·lectual.",https://ca.wikipedia.org/wiki/Antonio_Machado_Ruiz
185,018301,00209,CARRERS,C,Carrer,Francesc Bolòs,C de Francesc Bolòs,Carrer Francesc Bolòs,"Bolòs i Germà, Francesc de",28/10/1983,,Ésser viu,Home,Ciència,,"Francesc de Bolòs i Germà (Olot, 1773 - 1844). Farmacèutic i naturalista. Membre corresponent de les acadèmies de Ciències i Arts, de Medicina i Cirurgia, i de Bones Lletres, de Barcelona.",
186,018403,00210,CARRERS,C,Carrer,Antonio Ricardos,C d'Antonio Ricardos,Carrer Antonio Ricardos,"Ricardos y Carrillo de Albornoz, Antonio Ramón",19/11/1929,,Ésser viu,Home,Militar,,"Antonio Ramón Ricardos y Carrillo de Albornoz (Barbastre, 1727 - Madrid, 1794). Capità general de Catalunya el 1793; comandà les forces que lluitaren contra França en la Guerra Gran. Envaí el Vallespir amb èxit i penetrà en el Conflent. La manca de visió del Govern de Carles IV, que no donà impuls a la campanya, limità les possibilitats d'èxit.",
191,019100,00217,CARRERS,C,Carrer,Arbós,C d'Arbós,Carrer Arbós,"Arbós i Tor, Jaume",05/09/1907,,Ésser viu,Home,Química,https://ca.wikipedia.org/wiki/Jaume_Arbós_i_Tor,"Jaume Arbós i Tor (Sant Hipòlit de Voltregà, 1824 - Barcelona, 1882). Químic. Inventor del gas Arbós. Patentà el primer gasogen d'aspiració i instal·là una fàbrica de gas a Mataró.",https://ca.wikipedia.org/wiki/Jaume_Arbós_i_Tor
207,020700,00233,CARRERS,C,Carrer,Arc de Sant Ramon del Call,C de l'Arc de Sant Ramon del Call,Carrer Arc de Sant Ramon del Call,Ramon de Penyafort,,Abans de 1865,Ésser Viu,Home,Religió,https://ca.wikipedia.org/wiki/Ramon_de_Penyafort,"En homenatge a sant Ramon de Penyafort, barceloní confessor de Jaume I, canonitzat a començament del segle XVII. L'any 1222 s'aposentaren en unes cases d'aquest carrer els frares dominicans, i fou lloc d'estada del futur sant Ramon.",https://ca.wikipedia.org/wiki/Ramon_de_Penyafort
222,022604,00252,CARRERS,C,Carrer,Argensola,C dels Argensola,Carrer Argensola,"Argensola, Bartolomé Leonardo de / Argensola, Lupercio Leonardo de",31/10/1955,,Ésser viu,Home,Llengua i Literatura,#N/A,"Pels escriptors Bartolomé Leonardo de Argensola (Barbastre, 1562 - Saragossa, 1631) i Lupercio Leonardo de Argensola (Barbastre, 1559 - Nàpols, 1613).",#N/A
226,022852,00257,GRANS VIES,Pg,Passeig,Argentinita,Pg de l'Argentinita,Passeig Argentinita,"López Julves, Encarnación",20/12/1979,,Ésser viu,Dona,Arts Escèniques,https://ca.wikipedia.org/wiki/Encarnación_López_Julves,"Encarnación López Julves (Buenos Aires, 1895 - 1945). Ballarina. Juntament amb la seva germana Pilar i altres destacades ballarines, organitzà el Ballet Español, espectacle que representà arreu del món. En morir, el Govern espanyol la condecorà amb l'Orde d'Alfons X el Savi i d'Isabel la Catòlica.",https://ca.wikipedia.org/wiki/Encarnación_López_Julves
231,023403,00263,CARRERS,C,Carrer,Aribau,C d'Aribau,Carrer Aribau,"Aribau i Farriols, Bonaventura Carles",19/12/1863,,Ésser viu,Home,Llengua i Literatura,,"Bonaventura Carles Aribau i Farriols (Barcelona, 1798 - 1862). Escriptor, economista, taquígraf i polític.",
233,023607,00265,CARRERS,C,Carrer,Ariosto,C d'Ariosto,Carrer Ariosto,"Ariosto, Filippo",28/01/1959,,Ésser viu,Home,Pintura,https://ca.wikipedia.org/wiki/Filippo_Ariosto,Filippo Ariosto. Pintor. Entre el 1587 i el 1588 va pintar una sèrie de retrats dels comtes de Barcelona i dels reis d'Aragó per decorar la Sala del Consistori de la Diputació General. La major part de la col·lecció es troba al Museu Militar de Barcelona.,https://ca.wikipedia.org/wiki/Filippo_Ariosto
235,023800,00267,CARRERS,C,Carrer,Arizala,C d'Arizala,Carrer Arizala,"Arizala i de Sabater, Maria del Pilar d'",19/11/1929,,Ésser viu,Dona,Propietat,,"Maria del Pilar Martínez d'Arizala i de Sabater (Vilafranca, 1833 - Barcelona, 1891). Propietària de terrenys a Sants. Carrer situat, en part, en la finca Can Mangala i propietats dels Sentmenat.",
236,023902,00268,CARRERS,C,Carrer,Arlet,C d'Arlet,Carrer Arlet,Arlet (llinatge),,,Ésser viu,Home,Política,,Família catalana que donà notables personalitats: Francesc d'Arlet fou conseller de Barcelona l'any 1252 i Arnau d'Arlet ho fou l'any 1262.,
238,024009,00270,CARRERS,C,Carrer,Armengol,C d'Armengol,Carrer Armengol,"Armengol, fill de Sunyer I",05/09/1907,,Ésser viu,Home,Noblesa,,"Armengol o Ermengol (? - vers el 940). Fill primogènit de Sunyer I, tercer comte de Barcelona, que li donà el territori comtal d'Osona i li atorgà el títol de comte, feudatari de la sobirania del comte de Barcelona. Es diu que morí assassinat al camp de batalla.",
241,024406,00273,CARRERS,C,Carrer,Arnau,C d'Arnau,Carrer Arnau,"Vidal, Arnau",05/09/1907,,Ésser viu,Home,Propietat,,"Arnau Vidal (Barcelona, segle XI). En ingressar el seu fill Pere, pels volts de 1054, com a canonge a la seu de Barcelona, donà a la dita seu les terres del lloc anomenat Vilapicina i l'església de Santa Eulàlia, la qual hi era establerta, en concepte de renda del canonicat. Els terrenys on es troba situat el carrer pertanyien a l'heretat Manso Costa, en el paratge anomenat la Claveguera i més tard la Quintana.",
242,024508,00274,CARRERS,C,Carrer,Arnau Bargués,C d'Arnau Bargués,Carrer Arnau Bargués,"Bargués, Arnau",27/07/1960,,Ésser viu,Home,Arquitectura,https://ca.wikipedia.org/wiki/Arnau_Bargués,"Arnau Bargués (? - Barcelona, 1413). Mestre d'obres. Mestre major de la catedral (1397) i de la ciutat (1399): autor de l'antiga façana principal de l'Ajuntament al carrer de la Ciutat (1412).",https://ca.wikipedia.org/wiki/Arnau_Bargués
244,024701,00276,CARRERS,C,Carrer,Arnús i de Garí,C d'Arnús i de Garí,Carrer Arnús i de Garí,"Arnús i Fortuny, Manuel / Garí i Cañas, Josep",28/11/1916,,Ésser viu,Home,Economia,#N/A,"En homenatge als dos financers fundadors de la Banca Arnús-Garí. Manuel Arnús i Fortuny (Barcelona, 1852 - 1916) i Josep Garí i Cañas (Mataró, 1854 -  Barcelona, 1925).",#N/A
247,025001,00279,CARRERS,C,Carrer,Arquímedes,C d'Arquímedes,Carrer Arquímedes,Arquímedes,05/09/1907,,Ésser viu,Home,Ciència,https://ca.wikipedia.org/wiki/Arquímedes,"Arquímedes (Siracusa, 287 aC - 212 aC). Matemàtic i físic de la Magna Grècia. Defensà la seva ciutat nadiua del setge dels romans amb enginys de la seva invenció. Morí en l'assalt.",https://ca.wikipedia.org/wiki/Arquímedes
